,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
15491,FC Cincinnati,1.liga,Stany Zjednaczone,Kekuta Manneh,25,Lewy napastnik,LNP,Stany Zjednaczone,?,Odejścia,500 tys. €,New England Revolution,1.liga,Stany Zjednaczone,?
15492,FC Cincinnati,1.liga,Stany Zjednaczone,Tommy McCabe,22,Defensywny pomocnik,DPM,Stany Zjednaczone,wypożyczenie,Odejścia,175 tys. €,Memphis 901 FC,2.liga,Stany Zjednaczone,wypożyczenie
15493,FC Cincinnati,1.liga,Stany Zjednaczone,Rashawn Dally,23,Środkowy napastnik,ŚNP,Jamajka,wypożyczenie,Odejścia,275 tys. €,Las Vegas Lights FC,2.liga,Stany Zjednaczone,wypożyczenie
15494,FC Cincinnati,1.liga,Stany Zjednaczone,Saad Abdul-Salaam,29,Prawy obrońca,POB,Stany Zjednaczone,-,Odejścia,300 tys. €,Bez klubuBez klubu,,,-
15495,FC Cincinnati,1.liga,Stany Zjednaczone,Hassan Ndam,22,Środkowy obrońca,ŚOB,Kamerun,-,Odejścia,200 tys. €,Bez klubuBez klubu,,,-
15496,FC Cincinnati,1.liga,Stany Zjednaczone,Rey Ortiz,23,Ofensywny pomocnik,OPM,Stany Zjednaczone,-,Odejścia,100 tys. €,Bez klubuBez klubu,,,-
15497,FC Cincinnati,1.liga,Stany Zjednaczone,Greg Garza,29,Lewy obrońca,LOB,Stany Zjednaczone,-,Odejścia,-,Bez klubuBez klubu,,,-
15498,FC Cincinnati,1.liga,Stany Zjednaczone,Mathieu Deplagne,29,Prawy obrońca,POB,Francja,-,Odejścia,400 tys. €,Bez klubuBez klubu,,,-
15499,FC Cincinnati,1.liga,Stany Zjednaczone,Rashawn Dally,23,Środkowy napastnik,ŚNP,Jamajka,-,Odejścia,275 tys. €,Bez klubuBez klubu,,,-
15500,FC Cincinnati,1.liga,Stany Zjednaczone,Andrew Gutman,24,Lewy obrońca,LOB,Stany Zjednaczone,koniec wypżyczenia31 gru 2020,Odejścia,600 tys. €,Celtic Glasgow,1.liga,Szkocja,koniec wypżyczenia31 gru 2020
15501,Club de Foot Montréal,1.liga,Stany Zjednaczone,Djordje Mihailovic,22,Ofensywny pomocnik,OPM,Stany Zjednaczone,727 tys. €,Nabytki,"5,00 mln €",Chicago Fire FC,1.liga,Stany Zjednaczone,727 tys. €
15502,Club de Foot Montréal,1.liga,Stany Zjednaczone,Mason Toye,21,Środkowy napastnik,ŚNP,Stany Zjednaczone,545 tys. €,Nabytki,"1,50 mln €",Minnesota United FC,1.liga,Stany Zjednaczone,545 tys. €
15503,Club de Foot Montréal,1.liga,Stany Zjednaczone,Kamal Miller,23,Środkowy obrońca,ŚOB,Kanada,205 tys. €,Nabytki,"1,50 mln €",Austin FC,1.liga,Stany Zjednaczone,205 tys. €
15504,Club de Foot Montréal,1.liga,Stany Zjednaczone,Aljaz Struna,30,Środkowy obrońca,ŚOB,Słowenia,bez odstępnego,Nabytki,750 tys. €,Houston Dynamo FC,1.liga,Stany Zjednaczone,bez odstępnego
15505,Club de Foot Montréal,1.liga,Stany Zjednaczone,Erik Hurtado,30,Środkowy napastnik,ŚNP,Stany Zjednaczone,bez odstępnego,Nabytki,400 tys. €,Sporting Kansas City,1.liga,Stany Zjednaczone,bez odstępnego
15506,Club de Foot Montréal,1.liga,Stany Zjednaczone,Björn Johnsen,29,Środkowy napastnik,ŚNP,Norwegia,bez odstępnego,Nabytki,500 tys. €,Ulsan Hyundai,1.liga,Korea Południowa,bez odstępnego
15507,Club de Foot Montréal,1.liga,Stany Zjednaczone,Mustafa Kizza,20,Lewy obrońca,LOB,Uganda,?,Nabytki,400 tys. €,Kampala City Council,,,?
15508,Club de Foot Montréal,1.liga,Stany Zjednaczone,Sunusi Ibrahim,18,Środkowy napastnik,ŚNP,Nigeria,?,Nabytki,600 tys. €,36 Lion FC,,,?
15509,Club de Foot Montréal,1.liga,Stany Zjednaczone,Sebastian Breza,23,Bramkarz,BRK,Kanada,wypożyczenie,Nabytki,150 tys. €,FC Bologna,1.liga,Włochy,wypożyczenie
15510,Club de Foot Montréal,1.liga,Stany Zjednaczone,Joaquin Torres,24,Prawy napastnik,PNP,Argentyna,wypożyczenie,Nabytki,"1,00 mln €",Club Atlético Newell's Old Boys II,,,wypożyczenie
15511,Club de Foot Montréal,1.liga,Stany Zjednaczone,Luis Binks,18,Środkowy obrońca,ŚOB,Anglia,wypożyczenie,Nabytki,900 tys. €,FC Bologna,1.liga,Włochy,wypożyczenie
15512,Club de Foot Montréal,1.liga,Stany Zjednaczone,Ahmed Hamdi,22,Ofensywny pomocnik,OPM,Egipt,wypożyczenie,Nabytki,500 tys. €,El Gouna FC,1.liga,Egipt,wypożyczenie
15513,Club de Foot Montréal,1.liga,Stany Zjednaczone,Sean Rea,18,Ofensywny pomocnik,OPM,Kanada,-,Nabytki,150 tys. €,Club de Foot Montréal U23,,,-
15514,Club de Foot Montréal,1.liga,Stany Zjednaczone,Rida Zouhir,17,Środkowy pomocnik,ŚPM,Kanada,-,Nabytki,100 tys. €,Club de Foot Montréal U23,,,-
15515,Club de Foot Montréal,1.liga,Stany Zjednaczone,Nathan-Dylan Saliba,16,Środkowy pomocnik,ŚPM,Kanada,-,Nabytki,50 tys. €,Club de Foot Montréal Academy,,,-
15516,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jean-Aniel Assi,16,Prawy napastnik,PNP,Kanada,-,Nabytki,50 tys. €,Club de Foot Montréal Academy,,,-
15517,Club de Foot Montréal,1.liga,Stany Zjednaczone,Zorhan Bassong,21,Lewy obrońca,LOB,Kanada,-,Nabytki,500 tys. €,Bez klubuBez klubu,,,-
15518,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jonathan Sirois,19,Bramkarz,BRK,Kanada,koniec wypżyczenia23 lip 2020,Nabytki,100 tys. €,Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,koniec wypżyczenia23 lip 2020
15519,Club de Foot Montréal,1.liga,Stany Zjednaczone,Mustafa Kizza,21,Lewy obrońca,LOB,Uganda,koniec wypżyczenia6 lis 2020,Nabytki,400 tys. €,Kampala City Council,,,koniec wypżyczenia6 lis 2020
15520,Club de Foot Montréal,1.liga,Stany Zjednaczone,James Pantemis,23,Bramkarz,BRK,Kanada,koniec wypżyczenia25 wrz 2020,Nabytki,400 tys. €,Valour FC,1.liga,Kanada,koniec wypżyczenia25 wrz 2020
15521,Club de Foot Montréal,1.liga,Stany Zjednaczone,Luis Binks,18,Środkowy obrońca,ŚOB,Anglia,97 tys. €,Odejścia,900 tys. €,FC Bologna,1.liga,Włochy,97 tys. €
15522,Club de Foot Montréal,1.liga,Stany Zjednaczone,Shamit Shome,23,Środkowy pomocnik,ŚPM,Kanada,bez odstępnego,Odejścia,250 tys. €,FC Edmonton,1.liga,Kanada,bez odstępnego
15523,Club de Foot Montréal,1.liga,Stany Zjednaczone,Maximiliano Urruti,29,Środkowy napastnik,ŚNP,Argentyna,bez odstępnego,Odejścia,"2,00 mln €",Houston Dynamo FC,1.liga,Stany Zjednaczone,bez odstępnego
15524,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jorge Corrales,29,Lewy obrońca,LOB,Kuba,bez odstępnego,Odejścia,275 tys. €,FC Tulsa,2.liga,Stany Zjednaczone,bez odstępnego
15525,Club de Foot Montréal,1.liga,Stany Zjednaczone,Steeven Saba,27,Defensywny pomocnik,DPM,Haiti,bez odstępnego,Odejścia,150 tys. €,Violette Athletic Club,,,bez odstępnego
15526,Club de Foot Montréal,1.liga,Stany Zjednaczone,Evan Bush,34,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Odejścia,150 tys. €,Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,bez odstępnego
15527,Club de Foot Montréal,1.liga,Stany Zjednaczone,Saphir Taider,28,Środkowy pomocnik,ŚPM,Algieria,?,Odejścia,"1,60 mln €",Al-Ain,,,?
15528,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jukka Raitala,32,Lewy obrońca,LOB,Finlandia,?,Odejścia,400 tys. €,Minnesota United FC,1.liga,Stany Zjednaczone,?
15529,Club de Foot Montréal,1.liga,Stany Zjednaczone,Karifa Yao,20,Środkowy obrońca,ŚOB,Kanada,wypożyczenie,Odejścia,300 tys. €,Cavalry FC,1.liga,Kanada,wypożyczenie
15530,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jonathan Sirois,19,Bramkarz,BRK,Kanada,wypożyczenie,Odejścia,100 tys. €,Valour FC,1.liga,Kanada,wypożyczenie
15531,Club de Foot Montréal,1.liga,Stany Zjednaczone,Mustafa Kizza,20,Lewy obrońca,LOB,Uganda,wypożyczenie,Odejścia,400 tys. €,Kampala City Council,,,wypożyczenie
15532,Club de Foot Montréal,1.liga,Stany Zjednaczone,Sean Rea,18,Ofensywny pomocnik,OPM,Kanada,wypożyczenie,Odejścia,150 tys. €,Valour FC,1.liga,Kanada,wypożyczenie
15533,Club de Foot Montréal,1.liga,Stany Zjednaczone,Jonathan Sirois,19,Bramkarz,BRK,Kanada,wypożyczenie,Odejścia,100 tys. €,Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,wypożyczenie
15534,Club de Foot Montréal,1.liga,Stany Zjednaczone,Keesean Ferdinand,17,Prawy obrońca,POB,Kanada,wypożyczenie,Odejścia,100 tys. €,Atlético Ottawa,1.liga,Kanada,wypożyczenie
15535,Club de Foot Montréal,1.liga,Stany Zjednaczone,Tomas Giraldo,17,Pomocnik,Pomocnik,Kanada,wypożyczenie,Odejścia,75 tys. €,FC Edmonton,1.liga,Kanada,wypożyczenie
15536,Club de Foot Montréal,1.liga,Stany Zjednaczone,Rod Fanni,39,Prawy obrońca,POB,Francja,-,Odejścia,-,,,,-
15537,Club de Foot Montréal,1.liga,Stany Zjednaczone,Anthony Jackson-Hamel,27,Środkowy napastnik,ŚNP,Kanada,-,Odejścia,300 tys. €,Bez klubuBez klubu,,,-
15538,Club de Foot Montréal,1.liga,Stany Zjednaczone,Bojan Krkic,30,Cofnięty napastnik,CNP,Hiszpania,-,Odejścia,800 tys. €,Bez klubuBez klubu,,,-
15539,Club de Foot Montréal,1.liga,Stany Zjednaczone,Orji Okwonkwo,22,Prawy napastnik,PNP,Nigeria,koniec wypżyczenia31 gru 2020,Odejścia,"1,40 mln €",FC Bologna,1.liga,Włochy,koniec wypżyczenia31 gru 2020
15540,D.C. United,1.liga,Stany Zjednaczone,Nigel Robertha,23,Środkowy napastnik,ŚNP,Curacao,"1,00 mln €",Nabytki,"1,20 mln €",Levski Sofia,1.liga,Bułgaria,"1,00 mln €"
15541,D.C. United,1.liga,Stany Zjednaczone,Yordy Reyna,27,Środkowy napastnik,ŚNP,Peru,364 tys. €,Nabytki,600 tys. €,Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,364 tys. €
15542,D.C. United,1.liga,Stany Zjednaczone,Gelmin Rivas,31,Środkowy napastnik,ŚNP,Wenezuela,bez odstępnego,Nabytki,450 tys. €,MKE Ankaragücü,2.liga,Turcja,bez odstępnego
15543,D.C. United,1.liga,Stany Zjednaczone,Logan Panchot,22,Prawy obrońca,POB,Stany Zjednaczone,draft,Nabytki,75 tys. €,Stanford Cardinal (Stanford University),,,draft
15544,D.C. United,1.liga,Stany Zjednaczone,Adrien Pérez,24,Środkowy napastnik,ŚNP,Stany Zjednaczone,draft,Nabytki,450 tys. €,Los Angeles FC,1.liga,Stany Zjednaczone,draft
15545,D.C. United,1.liga,Stany Zjednaczone,Kimarni Smith,22,Lewy napastnik,LNP,Anglia,draft,Nabytki,75 tys. €,Clemson Tigers (Clemson University),,,draft
15546,D.C. United,1.liga,Stany Zjednaczone,Michael DeShields,22,Środkowy obrońca,ŚOB,Trynidad and Tobago,draft,Nabytki,150 tys. €,New England Revolution II,3.liga,Stany Zjednaczone,draft
15547,D.C. United,1.liga,Stany Zjednaczone,Jon Kempin,27,Bramkarz,BRK,Stany Zjednaczone,?,Nabytki,250 tys. €,Columbus Crew,1.liga,Stany Zjednaczone,?
15548,D.C. United,1.liga,Stany Zjednaczone,Axel Sjöberg,29,Środkowy obrońca,ŚOB,Szwecja,?,Nabytki,250 tys. €,Columbus Crew,1.liga,Stany Zjednaczone,?
15549,D.C. United,1.liga,Stany Zjednaczone,Jovanny Bolívar,19,Środkowy napastnik,ŚNP,Wenezuela,wypożyczenie,Nabytki,600 tys. €,Deportivo La Guaira U20,,,wypożyczenie
15550,D.C. United,1.liga,Stany Zjednaczone,Brendan Hines-Ike,26,Środkowy obrońca,ŚOB,Stany Zjednaczone,wypożyczenie,Nabytki,700 tys. €,KV Kortrijk,1.liga,Belgia,wypożyczenie
15551,D.C. United,1.liga,Stany Zjednaczone,Drew Skundrich,25,Środkowy pomocnik,ŚPM,Stany Zjednaczone,-,Nabytki,300 tys. €,Loudoun United FC,2.liga,Stany Zjednaczone,-
15552,D.C. United,1.liga,Stany Zjednaczone,Tony Alfaro,27,Środkowy obrońca,ŚOB,Meksyk,-,Nabytki,600 tys. €,Bez klubuBez klubu,,,-
15553,D.C. United,1.liga,Stany Zjednaczone,Andy Nájar,28,Prawy obrońca,POB,Honduras,-,Nabytki,600 tys. €,Bez klubuBez klubu,,,-
15554,D.C. United,1.liga,Stany Zjednaczone,Jacob Greene,17,Lewy obrońca,LOB,Stany Zjednaczone,-,Nabytki,100 tys. €,D.C. United Academy,,,-
15555,D.C. United,1.liga,Stany Zjednaczone,Paul Arriola,26,Prawy napastnik,PNP,Stany Zjednaczone,koniec wypżyczenia31 mar 2021,Nabytki,"3,00 mln €",Swansea City,2.liga,Anglia,koniec wypżyczenia31 mar 2021
15556,D.C. United,1.liga,Stany Zjednaczone,Chris Durkin,20,Defensywny pomocnik,DPM,Stany Zjednaczone,koniec wypżyczenia30 cze 2020,Nabytki,"1,00 mln €",VV St. Truiden,1.liga,Belgia,koniec wypżyczenia30 cze 2020
15557,D.C. United,1.liga,Stany Zjednaczone,Chris Durkin,20,Defensywny pomocnik,DPM,Stany Zjednaczone,"1,00 mln €",Odejścia,"1,00 mln €",VV St. Truiden,1.liga,Belgia,"1,00 mln €"
15558,D.C. United,1.liga,Stany Zjednaczone,Ulises Segura,27,Ofensywny pomocnik,OPM,Kostaryka,136 tys. €,Odejścia,500 tys. €,Austin FC,1.liga,Stany Zjednaczone,136 tys. €
15559,D.C. United,1.liga,Stany Zjednaczone,Earl Edwards Jr.,28,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Odejścia,125 tys. €,New England Revolution,1.liga,Stany Zjednaczone,bez odstępnego
15560,D.C. United,1.liga,Stany Zjednaczone,Gelmin Rivas,31,Środkowy napastnik,ŚNP,Wenezuela,bez odstępnego,Odejścia,450 tys. €,Al-Shorta SC,,,bez odstępnego
15561,D.C. United,1.liga,Stany Zjednaczone,Oniel Fisher,29,Prawy obrońca,POB,Jamajka,bez odstępnego,Odejścia,300 tys. €,Los Angeles Galaxy,1.liga,Stany Zjednaczone,bez odstępnego
15562,D.C. United,1.liga,Stany Zjednaczone,Axel Sjöberg,29,Środkowy obrońca,ŚOB,Szwecja,bez odstępnego,Odejścia,250 tys. €,San Antonio FC,2.liga,Stany Zjednaczone,bez odstępnego
15563,D.C. United,1.liga,Stany Zjednaczone,Federico Higuaín,35,Ofensywny pomocnik,OPM,Argentyna,45 tys. €,Odejścia,150 tys. €,Inter Miami CF,1.liga,Stany Zjednaczone,45 tys. €
15564,D.C. United,1.liga,Stany Zjednaczone,Emmanuel Boateng,26,Lewy pomocnik,LPM,Ghana,?,Odejścia,450 tys. €,Columbus Crew,1.liga,Stany Zjednaczone,?
15565,D.C. United,1.liga,Stany Zjednaczone,Paul Arriola,25,Prawy napastnik,PNP,Stany Zjednaczone,wypożyczenie,Odejścia,"3,00 mln €",Swansea City,2.liga,Anglia,wypożyczenie
15566,D.C. United,1.liga,Stany Zjednaczone,Logan Panchot,22,Prawy obrońca,POB,Stany Zjednaczone,-,Odejścia,75 tys. €,Bez klubuBez klubu,,,-
15567,D.C. United,1.liga,Stany Zjednaczone,Jovanny Bolívar,19,Środkowy napastnik,ŚNP,Wenezuela,wypożyczenie,Odejścia,600 tys. €,Loudoun United FC,2.liga,Stany Zjednaczone,wypożyczenie
15568,D.C. United,1.liga,Stany Zjednaczone,Mohammed Abu,29,Defensywny pomocnik,DPM,Ghana,koniec wypżyczenia31 gru 2020,Odejścia,300 tys. €,Vålerenga Fotball,1.liga,Norwegia,koniec wypżyczenia31 gru 2020
15569,Inter Miami CF,1.liga,Stany Zjednaczone,Gregore,26,Defensywny pomocnik,DPM,Brazylia,"3,64 mln €",Nabytki,"2,50 mln €",Esporte Clube Bahia,1.liga,Brazylia,"3,64 mln €"
15570,Inter Miami CF,1.liga,Stany Zjednaczone,Leandro González Pírez,28,Środkowy obrońca,ŚOB,Argentyna,682 tys. €,Nabytki,"2,00 mln €",Club Tijuana,1.liga,Meksyk,682 tys. €
15571,Inter Miami CF,1.liga,Stany Zjednaczone,Kelvin Leerdam,30,Prawy obrońca,POB,Surinam,68 tys. €,Nabytki,600 tys. €,Seattle Sounders FC,1.liga,Stany Zjednaczone,68 tys. €
15572,Inter Miami CF,1.liga,Stany Zjednaczone,Ryan Shawcross,33,Środkowy obrońca,ŚOB,Anglia,bez odstępnego,Nabytki,500 tys. €,Stoke City,2.liga,Anglia,bez odstępnego
15573,Inter Miami CF,1.liga,Stany Zjednaczone,Blaise Matuidi,33,Środkowy pomocnik,ŚPM,Francja,bez odstępnego,Nabytki,"2,00 mln €",Juventus Turyn,1.liga,Włochy,bez odstępnego
15574,Inter Miami CF,1.liga,Stany Zjednaczone,Gonzalo Higuaín,32,Środkowy napastnik,ŚNP,Argentyna,bez odstępnego,Nabytki,"3,50 mln €",Juventus Turyn,1.liga,Włochy,bez odstępnego
15575,Inter Miami CF,1.liga,Stany Zjednaczone,Aimé Mabika,22,Środkowy obrońca,ŚOB,Stany Zjednaczone,draft,Nabytki,150 tys. €,Kentucky Wildcats (University of Kentucky),,,draft
15576,Inter Miami CF,1.liga,Stany Zjednaczone,Josh Penn,20,Lewy napastnik,LNP,Stany Zjednaczone,draft,Nabytki,125 tys. €,Indy Eleven,2.liga,Stany Zjednaczone,draft
15577,Inter Miami CF,1.liga,Stany Zjednaczone,Federico Higuaín,35,Ofensywny pomocnik,OPM,Argentyna,45 tys. €,Nabytki,150 tys. €,D.C. United,1.liga,Stany Zjednaczone,45 tys. €
15578,Inter Miami CF,1.liga,Stany Zjednaczone,Patrick Seagrist,22,Lewy obrońca,LOB,Stany Zjednaczone,?,Nabytki,200 tys. €,New York Red Bulls,1.liga,Stany Zjednaczone,?
15579,Inter Miami CF,1.liga,Stany Zjednaczone,Dylan Castanheira,25,Bramkarz,BRK,Stany Zjednaczone,-,Nabytki,125 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,-
15580,Inter Miami CF,1.liga,Stany Zjednaczone,Edison Azcona,17,Lewy napastnik,LNP,Dominikana,-,Nabytki,100 tys. €,Inter Miami CF Academy,,,-
15581,Inter Miami CF,1.liga,Stany Zjednaczone,Ian Fray,18,Środkowy obrońca,ŚOB,Stany Zjednaczone,-,Nabytki,75 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,-
15582,Inter Miami CF,1.liga,Stany Zjednaczone,Sami Guediri,23,Lewy obrońca,LOB,Stany Zjednaczone,-,Nabytki,150 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,-
15583,Inter Miami CF,1.liga,Stany Zjednaczone,Joevin Jones,29,Lewy obrońca,LOB,Trynidad and Tobago,-,Nabytki,800 tys. €,Bez klubuBez klubu,,,-
15584,Inter Miami CF,1.liga,Stany Zjednaczone,Felipe Valencia,15,Prawy napastnik,PNP,Stany Zjednaczone,-,Nabytki,100 tys. €,Inter Miami CF Academy,,,-
15585,Inter Miami CF,1.liga,Stany Zjednaczone,Christian Makoun,20,Środkowy obrońca,ŚOB,Wenezuela,koniec wypżyczenia30 lis 2020,Nabytki,"1,50 mln €",Fort Lauderdale CF,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15586,Inter Miami CF,1.liga,Stany Zjednaczone,Jerome Kiesewetter,27,Środkowy napastnik,ŚNP,Stany Zjednaczone,koniec wypżyczenia30 lis 2020,Nabytki,175 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,koniec wypżyczenia30 lis 2020
15587,Inter Miami CF,1.liga,Stany Zjednaczone,Dylan Nealis,22,Prawy obrońca,POB,Stany Zjednaczone,205 tys. €,Odejścia,200 tys. €,Nashville SC,1.liga,Stany Zjednaczone,205 tys. €
15588,Inter Miami CF,1.liga,Stany Zjednaczone,Ben Sweat,29,Lewy obrońca,LOB,Stany Zjednaczone,91 tys. €,Odejścia,800 tys. €,Austin FC,1.liga,Stany Zjednaczone,91 tys. €
15589,Inter Miami CF,1.liga,Stany Zjednaczone,Jerome Kiesewetter,27,Środkowy napastnik,ŚNP,Stany Zjednaczone,bez odstępnego,Odejścia,175 tys. €,FC Tulsa,2.liga,Stany Zjednaczone,bez odstępnego
15590,Inter Miami CF,1.liga,Stany Zjednaczone,Juan Agudelo,28,Środkowy napastnik,ŚNP,Stany Zjednaczone,bez odstępnego,Odejścia,600 tys. €,Minnesota United FC,1.liga,Stany Zjednaczone,bez odstępnego
15591,Inter Miami CF,1.liga,Stany Zjednaczone,A. J. DeLaGarza,33,Prawy obrońca,POB,Guam,bez odstępnego,Odejścia,200 tys. €,New England Revolution,1.liga,Stany Zjednaczone,bez odstępnego
15592,Inter Miami CF,1.liga,Stany Zjednaczone,Wil Trapp,27,Defensywny pomocnik,DPM,Stany Zjednaczone,bez odstępnego,Odejścia,"2,00 mln €",Minnesota United FC,1.liga,Stany Zjednaczone,bez odstępnego
15593,Inter Miami CF,1.liga,Stany Zjednaczone,Mikey Ambrose,27,Lewy obrońca,LOB,Stany Zjednaczone,bez odstępnego,Odejścia,150 tys. €,Atlanta United FC,1.liga,Stany Zjednaczone,bez odstępnego
15594,Inter Miami CF,1.liga,Stany Zjednaczone,Román Torres,34,Środkowy obrońca,ŚOB,Panama,bez odstępnego,Odejścia,175 tys. €,Seattle Sounders FC,1.liga,Stany Zjednaczone,bez odstępnego
15595,Inter Miami CF,1.liga,Stany Zjednaczone,Lee Nguyen,33,Ofensywny pomocnik,OPM,Stany Zjednaczone,40 tys. €,Odejścia,400 tys. €,New England Revolution,1.liga,Stany Zjednaczone,40 tys. €
15596,Inter Miami CF,1.liga,Stany Zjednaczone,Grant Lillard,24,Środkowy obrońca,ŚOB,Stany Zjednaczone,?,Odejścia,100 tys. €,Columbus Crew,1.liga,Stany Zjednaczone,?
15597,Inter Miami CF,1.liga,Stany Zjednaczone,Alvas Powell,26,Prawy obrońca,POB,Jamajka,?,Odejścia,300 tys. €,Al Hilal Omdurman,,,?
15598,Inter Miami CF,1.liga,Stany Zjednaczone,Patrick Seagrist,23,Lewy obrońca,LOB,Stany Zjednaczone,wypożyczenie,Odejścia,200 tys. €,Indy Eleven,2.liga,Stany Zjednaczone,wypożyczenie
15599,Inter Miami CF,1.liga,Stany Zjednaczone,Luis Robles,36,Bramkarz,BRK,Stany Zjednaczone,-,Odejścia,-,,,,-
15600,Inter Miami CF,1.liga,Stany Zjednaczone,Luis Argudo,24,Lewy pomocnik,LPM,Stany Zjednaczone,-,Odejścia,200 tys. €,Bez klubuBez klubu,,,-
15601,Inter Miami CF,1.liga,Stany Zjednaczone,David Norman Jr.,22,Środkowy pomocnik,ŚPM,Kanada,-,Odejścia,200 tys. €,Bez klubuBez klubu,,,-
15602,Inter Miami CF,1.liga,Stany Zjednaczone,Aimé Mabika,22,Środkowy obrońca,ŚOB,Stany Zjednaczone,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
15603,Inter Miami CF,1.liga,Stany Zjednaczone,Denso Ulysse,22,Prawy obrońca,POB,Haiti,-,Odejścia,100 tys. €,Bez klubuBez klubu,,,-
15604,Inter Miami CF,1.liga,Stany Zjednaczone,Matías Pellegrini,21,Lewy napastnik,LNP,Argentyna,wypożyczenie,Odejścia,"4,80 mln €",Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15605,Inter Miami CF,1.liga,Stany Zjednaczone,Josh Penn,20,Lewy napastnik,LNP,Stany Zjednaczone,wypożyczenie,Odejścia,125 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15606,Inter Miami CF,1.liga,Stany Zjednaczone,Drake Callender,23,Bramkarz,BRK,Stany Zjednaczone,wypożyczenie,Odejścia,75 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15607,Inter Miami CF,1.liga,Stany Zjednaczone,Edison Azcona,17,Lewy napastnik,LNP,Dominikana,wypożyczenie,Odejścia,100 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15608,Inter Miami CF,1.liga,Stany Zjednaczone,George Acosta,21,Ofensywny pomocnik,OPM,Stany Zjednaczone,wypożyczenie,Odejścia,200 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15609,Inter Miami CF,1.liga,Stany Zjednaczone,Christian Makoun,20,Środkowy obrońca,ŚOB,Wenezuela,wypożyczenie,Odejścia,"1,50 mln €",Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15610,Inter Miami CF,1.liga,Stany Zjednaczone,Jerome Kiesewetter,27,Środkowy napastnik,ŚNP,Stany Zjednaczone,wypożyczenie,Odejścia,175 tys. €,Fort Lauderdale CF,3.liga,Stany Zjednaczone,wypożyczenie
15611,Inter Miami CF,1.liga,Stany Zjednaczone,Andrés Reyes,21,Środkowy obrońca,ŚOB,Kolumbia,koniec wypżyczenia31 gru 2020,Odejścia,"1,00 mln €",Atlético Nacional,1.liga,Kolumbia,koniec wypżyczenia31 gru 2020
15612,Columbus Crew,1.liga,Stany Zjednaczone,Alexandru Matan,21,Ofensywny pomocnik,OPM,Rumunia,"1,50 mln €",Nabytki,"1,50 mln €",FC Viitorul Constanta,1.liga,Rumunia,"1,50 mln €"
15613,Columbus Crew,1.liga,Stany Zjednaczone,Evan Bush,34,Bramkarz,BRK,Stany Zjednaczone,113 tys. €,Nabytki,150 tys. €,Vancouver Whitecaps FC,1.liga,Stany Zjednaczone,113 tys. €
15614,Columbus Crew,1.liga,Stany Zjednaczone,Perry Kitchen,28,Defensywny pomocnik,DPM,Stany Zjednaczone,bez odstępnego,Nabytki,500 tys. €,Los Angeles Galaxy,1.liga,Stany Zjednaczone,bez odstępnego
15615,Columbus Crew,1.liga,Stany Zjednaczone,Isaiah Parente,20,Środkowy pomocnik,ŚPM,Stany Zjednaczone,bez odstępnego,Nabytki,200 tys. €,Demon Deacons (Wake Forest University),,,bez odstępnego
15616,Columbus Crew,1.liga,Stany Zjednaczone,Bradley Wright-Phillips,35,Środkowy napastnik,ŚNP,Anglia,bez odstępnego,Nabytki,200 tys. €,Los Angeles FC,1.liga,Stany Zjednaczone,bez odstępnego
15617,Columbus Crew,1.liga,Stany Zjednaczone,Krisztián Németh,31,Środkowy napastnik,ŚNP,Węgry,bez odstępnego,Nabytki,350 tys. €,DAC Dunajska Streda,1.liga,Słowacja,bez odstępnego
15618,Columbus Crew,1.liga,Stany Zjednaczone,Kevin Molino,30,Prawy napastnik,PNP,Trynidad and Tobago,bez odstępnego,Nabytki,"1,00 mln €",Minnesota United FC,1.liga,Stany Zjednaczone,bez odstępnego
