,Club,ClubLeagueLevel,ClubLeagueNationality,Player,PlayerAge,PlayerPosition,PlayerPositionScut,PlayerNationality,Operation,Bought/Sold,PlayerMarketValue,ClubAssigned,ClubAssignedLeagueLevel,ClubAssignedLeagueNationality,TransferValue
139,Lechia Gdańsk,1.liga,Polska,Lukas Haraslin,24,Lewy napastnik,LNP,Słowacja,koniec wypżyczenia31 sie 2020,Nabytki,"1,50 mln €",US Sassuolo,1.liga,Włochy,koniec wypżyczenia31 sie 2020
140,Lechia Gdańsk,1.liga,Polska,Daniel Lukasik,29,Defensywny pomocnik,DPM,Polska,koniec wypżyczenia3 sie 2020,Nabytki,300 tys. €,MKE Ankaragücü,2.liga,Turcja,koniec wypżyczenia3 sie 2020
141,Lechia Gdańsk,1.liga,Polska,Mateusz Sopocko,21,Ofensywny pomocnik,OPM,Polska,koniec wypżyczenia30 cze 2020,Nabytki,150 tys. €,Podbeskidzie Bielsko-Biała,2.liga,Polska,koniec wypżyczenia30 cze 2020
142,Lechia Gdańsk,1.liga,Polska,Lukas Haraslin,24,Lewy napastnik,LNP,Słowacja,"1,70 mln €",Odejścia,"1,50 mln €",US Sassuolo,1.liga,Włochy,"1,70 mln €"
143,Lechia Gdańsk,1.liga,Polska,Daniel Lukasik,29,Defensywny pomocnik,DPM,Polska,250 tys. €,Odejścia,300 tys. €,MKE Ankaragücü,2.liga,Turcja,250 tys. €
144,Lechia Gdańsk,1.liga,Polska,Patryk Lipski,26,Ofensywny pomocnik,OPM,Polska,150 tys. €,Odejścia,400 tys. €,Piast Gliwice,1.liga,Polska,150 tys. €
145,Lechia Gdańsk,1.liga,Polska,Kacper Urbanski,16,Ofensywny pomocnik,OPM,Polska,opłata za wypożyczenie:150 tys. €,Odejścia,200 tys. €,Bologna Under 17,ieżowa,Włochy,opłata za wypożyczenie:150 tys. €
146,Lechia Gdańsk,1.liga,Polska,Pawel Zuk,19,Prawy obrońca,POB,Polska,50 tys. €,Odejścia,-,Wisła Płock,1.liga,Polska,50 tys. €
147,Lechia Gdańsk,1.liga,Polska,Jakub Arak,25,Środkowy napastnik,ŚNP,Polska,bez odstępnego,Odejścia,300 tys. €,Raków Częstochowa,1.liga,Polska,bez odstępnego
148,Lechia Gdańsk,1.liga,Polska,Mateusz Sopocko,21,Ofensywny pomocnik,OPM,Polska,bez odstępnego,Odejścia,150 tys. €,Warta Poznań,1.liga,Polska,bez odstępnego
149,Lechia Gdańsk,1.liga,Polska,Mateusz Cegielka,18,Środkowy pomocnik,ŚPM,Polska,bez odstępnego,Odejścia,-,Chojniczanka Chojnice,3.liga,Polska,bez odstępnego
150,Lechia Gdańsk,1.liga,Polska,Adrian Petk,18,Środkowy pomocnik,ŚPM,Polska,bez odstępnego,Odejścia,-,Miedź Legnica,2.liga,Polska,bez odstępnego
151,Lechia Gdańsk,1.liga,Polska,Maciej Wozniak,19,Bramkarz,BRK,Polska,bez odstępnego,Odejścia,-,Radunia Stężyca,3.liga,Polska,bez odstępnego
152,Lechia Gdańsk,1.liga,Polska,Filip Mladenovic,28,Lewy obrońca,LOB,Serbia,bez odstępnego,Odejścia,"2,50 mln €",Legia Warszawa,1.liga,Polska,bez odstępnego
153,Lechia Gdańsk,1.liga,Polska,Blazej Augustyn,32,Środkowy obrońca,ŚOB,Polska,bez odstępnego,Odejścia,250 tys. €,Jagiellonia Białystok,1.liga,Polska,bez odstępnego
154,Lechia Gdańsk,1.liga,Polska,Marcel Wszolek,18,Środkowy pomocnik,ŚPM,Polska,bez odstępnego,Odejścia,25 tys. €,ŁKS Łódź,2.liga,Polska,bez odstępnego
155,Lechia Gdańsk,1.liga,Polska,Adam Chrzanowski,21,Lewy obrońca,LOB,Polska,bez odstępnego,Odejścia,300 tys. €,Pordenone Calcio,2.liga,Włochy,bez odstępnego
156,Lechia Gdańsk,1.liga,Polska,Kacper Sezonienko,17,Środkowy napastnik,ŚNP,Polska,wypożyczenie,Odejścia,500 tys. €,Bytovia Bytów,,,wypożyczenie
157,Lechia Gdańsk,1.liga,Polska,Filip Dymerski,18,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Odejścia,-,Bytovia Bytów,,,wypożyczenie
158,Lechia Gdańsk,1.liga,Polska,Rafal Kobryn,21,Prawy obrońca,POB,Polska,wypożyczenie,Odejścia,250 tys. €,Korona Kielce,2.liga,Polska,wypożyczenie
159,Lechia Gdańsk,1.liga,Polska,Kristers Tobers,19,Środkowy obrońca,ŚOB,Łotwa,koniec wypżyczenia31 lip 2020,Odejścia,600 tys. €,FK Lipawa,1.liga,Łotwa,koniec wypżyczenia31 lip 2020
160,Lechia Gdańsk,1.liga,Polska,Jaroslav Mihalik,26,Prawy pomocnik,PPM,Słowacja,koniec wypżyczenia7 lut 2021,Odejścia,250 tys. €,Cracovia,1.liga,Polska,koniec wypżyczenia7 lut 2021
161,Śląsk Wrocław,1.liga,Polska,Lukasz Bejger,19,Środkowy obrońca,ŚOB,Polska,180 tys. €,Nabytki,750 tys. €,Manchester United U23,rezerw,Anglia,180 tys. €
162,Śląsk Wrocław,1.liga,Polska,Patryk Janasik,22,Prawy obrońca,POB,Polska,50 tys. €,Nabytki,450 tys. €,Odra Opole,2.liga,Polska,50 tys. €
163,Śląsk Wrocław,1.liga,Polska,Waldemar Sobota,33,Środkowy pomocnik,ŚPM,Polska,bez odstępnego,Nabytki,150 tys. €,FC St. Pauli,2.liga,Niemcy,bez odstępnego
164,Śląsk Wrocław,1.liga,Polska,Michal Szromnik,27,Bramkarz,BRK,Polska,bez odstępnego,Nabytki,500 tys. €,Chrobry Głogów,2.liga,Polska,bez odstępnego
165,Śląsk Wrocław,1.liga,Polska,Marcel Zylla,20,Ofensywny pomocnik,OPM,Polska,bez odstępnego,Nabytki,300 tys. €,Bayern Monachium II,4.liga,Niemcy,bez odstępnego
166,Śląsk Wrocław,1.liga,Polska,Mateusz Praszelik,19,Ofensywny pomocnik,OPM,Polska,bez odstępnego,Nabytki,"1,20 mln €",Legia Warszawa,1.liga,Polska,bez odstępnego
167,Śląsk Wrocław,1.liga,Polska,Rafal Makowski,23,Ofensywny pomocnik,OPM,Polska,bez odstępnego,Nabytki,400 tys. €,Radomiak Radom,1.liga,Polska,bez odstępnego
168,Śląsk Wrocław,1.liga,Polska,Fabian Piasecki,25,Środkowy napastnik,ŚNP,Polska,?,Nabytki,500 tys. €,Zagłębie Sosnowiec,2.liga,Polska,?
169,Śląsk Wrocław,1.liga,Polska,Bartlomiej Pawlowski,27,Prawy napastnik,PNP,Polska,?,Nabytki,600 tys. €,Gaziantep FK,1.liga,Turcja,?
170,Śląsk Wrocław,1.liga,Polska,Maciej Wilusz,32,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Nabytki,200 tys. €,Raków Częstochowa,1.liga,Polska,wypożyczenie
171,Śląsk Wrocław,1.liga,Polska,Olivier Wypart,19,Lewy obrońca,LOB,Polska,-,Nabytki,25 tys. €,Śląsk Wrocław II,3.liga,Polska,-
172,Śląsk Wrocław,1.liga,Polska,Szymon Lewkot,21,Środkowy obrońca,ŚOB,Polska,-,Nabytki,500 tys. €,Śląsk Wrocław II,3.liga,Polska,-
173,Śląsk Wrocław,1.liga,Polska,Bartlomiej Frasik,19,Bramkarz,BRK,Polska,-,Nabytki,-,Śląsk Wrocław II,3.liga,Polska,-
174,Śląsk Wrocław,1.liga,Polska,Maciej Palaszewski,22,Środkowy pomocnik,ŚPM,Polska,koniec wypżyczenia30 cze 2020,Nabytki,250 tys. €,Stomil Olsztyn,2.liga,Polska,koniec wypżyczenia30 cze 2020
175,Śląsk Wrocław,1.liga,Polska,Maciej Bulawski,18,Lewy napastnik,LNP,Polska,koniec wypżyczenia30 cze 2019,Nabytki,-,Elana Toruń,4.liga,Polska,koniec wypżyczenia30 cze 2019
176,Śląsk Wrocław,1.liga,Polska,Przemyslaw Placheta,22,Lewy napastnik,LNP,Polska,"3,00 mln €",Odejścia,"2,00 mln €",Norwich City,1.liga,Anglia,"3,00 mln €"
177,Śląsk Wrocław,1.liga,Polska,Jakub Labojko,22,Środkowy pomocnik,ŚPM,Polska,600 tys. €,Odejścia,650 tys. €,Brescia Calcio,2.liga,Włochy,600 tys. €
178,Śląsk Wrocław,1.liga,Polska,Kamil Dankowski,24,Prawy obrońca,POB,Polska,bez odstępnego,Odejścia,200 tys. €,ŁKS Łódź,2.liga,Polska,bez odstępnego
179,Śląsk Wrocław,1.liga,Polska,Diego Zivulic,28,Defensywny pomocnik,DPM,Chorwacja,bez odstępnego,Odejścia,200 tys. €,Diósgyőri VTK,2.liga,Węgry,bez odstępnego
180,Śląsk Wrocław,1.liga,Polska,Daniel Kajzer,28,Bramkarz,BRK,Polska,bez odstępnego,Odejścia,200 tys. €,Arka Gdynia,2.liga,Polska,bez odstępnego
181,Śląsk Wrocław,1.liga,Polska,Mateusz Radecki,27,Ofensywny pomocnik,OPM,Polska,bez odstępnego,Odejścia,350 tys. €,Radomiak Radom,1.liga,Polska,bez odstępnego
182,Śląsk Wrocław,1.liga,Polska,Pawel Kucharczyk,23,Środkowy obrońca,ŚOB,Polska,bez odstępnego,Odejścia,75 tys. €,Górnik Polkowice,2.liga,Polska,bez odstępnego
183,Śląsk Wrocław,1.liga,Polska,Piotr Samiec-Talar,19,Prawy pomocnik,PPM,Polska,wypożyczenie,Odejścia,100 tys. €,Widzew Łódź,2.liga,Polska,wypożyczenie
184,Śląsk Wrocław,1.liga,Polska,Marcin Szpakowski,19,Defensywny pomocnik,DPM,Polska,?,Odejścia,150 tys. €,Korona Kielce,2.liga,Polska,?
185,Śląsk Wrocław,1.liga,Polska,Damian Gaska,23,Środkowy pomocnik,ŚPM,Polska,wypożyczenie,Odejścia,350 tys. €,Radomiak Radom,1.liga,Polska,wypożyczenie
186,Śląsk Wrocław,1.liga,Polska,Filip Markovic,28,Prawy napastnik,PNP,Serbia,-,Odejścia,150 tys. €,Bez klubuBez klubu,,,-
187,Śląsk Wrocław,1.liga,Polska,Michal Chrapek,28,Środkowy pomocnik,ŚPM,Polska,-,Odejścia,600 tys. €,Bez klubuBez klubu,,,-
188,Śląsk Wrocław,1.liga,Polska,Lukasz Broz,34,Prawy obrońca,POB,Polska,-,Odejścia,-,Bez klubuBez klubu,,,-
189,Śląsk Wrocław,1.liga,Polska,Filip Raicevic,27,Środkowy napastnik,ŚNP,Czarnogóra,koniec wypżyczenia31 lip 2020,Odejścia,450 tys. €,AS Livorno,,,koniec wypżyczenia31 lip 2020
190,Pogoń Szczecin,1.liga,Polska,Luka Zahovic,24,Środkowy napastnik,ŚNP,Słowenia,bez odstępnego,Nabytki,800 tys. €,NK Maribor,1.liga,Słowenia,bez odstępnego
191,Pogoń Szczecin,1.liga,Polska,Alexander Gorgon,31,Ofensywny pomocnik,OPM,Austria,bez odstępnego,Nabytki,700 tys. €,HNK Rijeka,1.liga,Chorwacja,bez odstępnego
192,Pogoń Szczecin,1.liga,Polska,Michal Kucharczyk,29,Prawy napastnik,PNP,Polska,bez odstępnego,Nabytki,750 tys. €,Ural Jekaterynburg,1.liga,Rosja,bez odstępnego
193,Pogoń Szczecin,1.liga,Polska,Pawel Stolarski,24,Prawy obrońca,POB,Polska,bez odstępnego,Nabytki,400 tys. €,Legia Warszawa,1.liga,Polska,bez odstępnego
194,Pogoń Szczecin,1.liga,Polska,Luís Mata,23,Lewy obrońca,LOB,Portugalia,bez odstępnego,Nabytki,750 tys. €,FC Porto B,2.liga,Portugalia,bez odstępnego
195,Pogoń Szczecin,1.liga,Polska,Mariusz Fornalczyk,17,Lewy pomocnik,LPM,Polska,bez odstępnego,Nabytki,300 tys. €,Polonia Bytom,4.liga,Polska,bez odstępnego
196,Pogoń Szczecin,1.liga,Polska,Bartlomiej Mruk,18,Środkowy obrońca,ŚOB,Polska,bez odstępnego,Nabytki,50 tys. €,Garbarnia Kraków,3.liga,Polska,bez odstępnego
197,Pogoń Szczecin,1.liga,Polska,Rafal Kurzawa,28,Lewy napastnik,LNP,Polska,-,Nabytki,600 tys. €,Bez klubuBez klubu,,,-
198,Pogoń Szczecin,1.liga,Polska,Mateusz Legowski,17,Defensywny pomocnik,DPM,Polska,-,Nabytki,250 tys. €,Pogoń Szczecin II,4.liga,Polska,-
199,Pogoń Szczecin,1.liga,Polska,Marcel Dudzinski,15,Bramkarz,BRK,Polska,-,Nabytki,50 tys. €,Akademia Piłkarska Pogoń Szczecin,,,-
200,Pogoń Szczecin,1.liga,Polska,Adrian Benedyczak,19,Środkowy napastnik,ŚNP,Polska,koniec wypżyczenia31 lip 2020,Nabytki,500 tys. €,Chrobry Głogów,2.liga,Polska,koniec wypżyczenia31 lip 2020
201,Pogoń Szczecin,1.liga,Polska,Hubert Sadowski,20,Środkowy obrońca,ŚOB,Polska,koniec wypżyczenia31 gru 2020,Nabytki,100 tys. €,Stomil Olsztyn,2.liga,Polska,koniec wypżyczenia31 gru 2020
202,Pogoń Szczecin,1.liga,Polska,Dawid Blanik,23,Prawy napastnik,PNP,Polska,koniec wypżyczenia31 lip 2020,Nabytki,125 tys. €,Odra Opole,2.liga,Polska,koniec wypżyczenia31 lip 2020
203,Pogoń Szczecin,1.liga,Polska,Marcin Listkowski,22,Prawy napastnik,PNP,Polska,300 tys. €,Odejścia,350 tys. €,US Lecce,2.liga,Włochy,300 tys. €
204,Pogoń Szczecin,1.liga,Polska,Srdjan Spiridonovic,26,Prawy napastnik,PNP,Austria,250 tys. €,Odejścia,500 tys. €,Crvena Zvezda Belgrad,1.liga,Serbia,250 tys. €
205,Pogoń Szczecin,1.liga,Polska,Michalis Manias,30,Środkowy napastnik,ŚNP,Grecja,bez odstępnego,Odejścia,250 tys. €,Anorthosis Famagusta,1.liga,Cypr,bez odstępnego
206,Pogoń Szczecin,1.liga,Polska,Dawid Blanik,23,Prawy napastnik,PNP,Polska,bez odstępnego,Odejścia,125 tys. €,GKS Bełchatów,3.liga,Polska,bez odstępnego
207,Pogoń Szczecin,1.liga,Polska,Hubert Sadowski,20,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Odejścia,100 tys. €,Skra Częstochowa,2.liga,Polska,wypożyczenie
208,Pogoń Szczecin,1.liga,Polska,Bartlomiej Mruk,19,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Odejścia,50 tys. €,Błękitni Stargard,4.liga,Polska,wypożyczenie
209,Pogoń Szczecin,1.liga,Polska,Daniel Kusztan,20,Bramkarz,BRK,Polska,wypożyczenie,Odejścia,-,Flota Świnoujście,,,wypożyczenie
210,Pogoń Szczecin,1.liga,Polska,Hubert Sadowski,20,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Odejścia,100 tys. €,Stomil Olsztyn,2.liga,Polska,wypożyczenie
211,Pogoń Szczecin,1.liga,Polska,Oskar Kalenik,19,Środkowy pomocnik,ŚPM,Polska,wypożyczenie,Odejścia,-,Olimpia Grudziądz,4.liga,Polska,wypożyczenie
212,Pogoń Szczecin,1.liga,Polska,Jedrzej Grobelny,19,Bramkarz,BRK,Polska,wypożyczenie,Odejścia,150 tys. €,Miedź Legnica,2.liga,Polska,wypożyczenie
213,Pogoń Szczecin,1.liga,Polska,Ricardo Nunes,34,Lewy obrońca,LOB,Republika Południowej Afryki,-,Odejścia,-,Bez klubuBez klubu,,,-
214,Pogoń Szczecin,1.liga,Polska,Blazej Starzycki,20,Ofensywny pomocnik,OPM,Polska,wypożyczenie,Odejścia,-,Błękitni Stargard,4.liga,Polska,wypożyczenie
215,Pogoń Szczecin,1.liga,Polska,Maciej Zurawski,20,Środkowy pomocnik,ŚPM,Polska,wypożyczenie,Odejścia,500 tys. €,Warta Poznań,1.liga,Polska,wypożyczenie
216,Pogoń Szczecin,1.liga,Polska,Nikodem Sujecki,17,Bramkarz,BRK,Polska,wypożyczenie,Odejścia,50 tys. €,Olimpia Grudziądz,4.liga,Polska,wypożyczenie
217,Cracovia,1.liga,Polska,Rivaldinho,25,Środkowy napastnik,ŚNP,Brazylia,300 tys. €,Nabytki,300 tys. €,FC Viitorul Constanta,1.liga,Rumunia,300 tys. €
218,Cracovia,1.liga,Polska,Damir Sadikovic,25,Środkowy pomocnik,ŚPM,Bośnia i Hercegowina,200 tys. €,Nabytki,400 tys. €,FK Zeljeznicar Sarajevo,1.liga,Bośnia i Hercegowina,200 tys. €
219,Cracovia,1.liga,Polska,Matej Rodin,24,Środkowy obrońca,ŚOB,Chorwacja,65 tys. €,Nabytki,400 tys. €,NK Varazdin,2.liga,Chorwacja,65 tys. €
220,Cracovia,1.liga,Polska,Iván Márquez,26,Środkowy obrońca,ŚOB,Hiszpania,bez odstępnego,Nabytki,350 tys. €,Korona Kielce,2.liga,Polska,bez odstępnego
221,Cracovia,1.liga,Polska,Michael Gardawski,29,Lewy pomocnik,LPM,Niemcy,bez odstępnego,Nabytki,250 tys. €,Korona Kielce,2.liga,Polska,bez odstępnego
222,Cracovia,1.liga,Polska,Marcos Álvarez,28,Środkowy napastnik,ŚNP,Niemcy,bez odstępnego,Nabytki,600 tys. €,VfL Osnabrück,3.liga,Niemcy,bez odstępnego
223,Cracovia,1.liga,Polska,Luís Rocha,27,Lewy obrońca,LOB,Portugalia,bez odstępnego,Nabytki,150 tys. €,Legia Warszawa,1.liga,Polska,bez odstępnego
224,Cracovia,1.liga,Polska,Jakub Kosecki,30,Prawy napastnik,PNP,Polska,bez odstępnego,Nabytki,100 tys. €,Adana Demirspor,1.liga,Turcja,bez odstępnego
225,Cracovia,1.liga,Polska,Karol Niemczycki,21,Bramkarz,BRK,Polska,?,Nabytki,"1,50 mln €",Puszcza Niepołomice,2.liga,Polska,?
226,Cracovia,1.liga,Polska,Dawid Szymonowicz,25,Środkowy obrońca,ŚOB,Polska,wypożyczenie,Nabytki,300 tys. €,Jagiellonia Białystok,1.liga,Polska,wypożyczenie
227,Cracovia,1.liga,Polska,Marcin Budzinski,30,Ofensywny pomocnik,OPM,Polska,-,Nabytki,100 tys. €,Bez klubuBez klubu,,,-
228,Cracovia,1.liga,Polska,Jan Ziewiec,16,Defensywny pomocnik,DPM,Polska,-,Nabytki,50 tys. €,Cracovia Kraków U19,ieżowa,Polska,-
229,Cracovia,1.liga,Polska,Jakub Goralczyk,18,Środkowy obrońca,ŚOB,Polska,-,Nabytki,25 tys. €,Cracovia II,4.liga,Polska,-
230,Cracovia,1.liga,Polska,Lukasz Ziemnik,18,Lewy obrońca,LOB,Polska,-,Nabytki,25 tys. €,Cracovia II,4.liga,Polska,-
231,Cracovia,1.liga,Polska,Norbert Luczak,17,Bramkarz,BRK,Polska,-,Nabytki,-,Cracovia II,4.liga,Polska,-
232,Cracovia,1.liga,Polska,Krystian Bracik,20,Środkowy obrońca,ŚOB,Polska,-,Nabytki,50 tys. €,Cracovia II,4.liga,Polska,-
233,Cracovia,1.liga,Polska,Mateusz Pienczak,17,Środkowy obrońca,ŚOB,Polska,-,Nabytki,50 tys. €,Cracovia Kraków U19,ieżowa,Polska,-
234,Cracovia,1.liga,Polska,Maciej Mrozik,15,Pomocnik,Pomocnik,Polska,-,Nabytki,-,Cracovia Kraków U19,ieżowa,Polska,-
235,Cracovia,1.liga,Polska,Michal Wisniewski,21,Lewy pomocnik,LPM,Polska,-,Nabytki,-,Cracovia II,4.liga,Polska,-
236,Cracovia,1.liga,Polska,Jakub Gut,17,Środkowy napastnik,ŚNP,Polska,-,Nabytki,-,Cracovia II,4.liga,Polska,-
237,Cracovia,1.liga,Polska,Rubio,25,Środkowy napastnik,ŚNP,Hiszpania,koniec wypżyczenia31 lip 2020,Nabytki,-,Zagłębie Sosnowiec,2.liga,Polska,koniec wypżyczenia31 lip 2020
238,Cracovia,1.liga,Polska,Bojan Cecaric,26,Środkowy napastnik,ŚNP,Serbia,koniec wypżyczenia30 cze 2020,Nabytki,250 tys. €,Korona Kielce,2.liga,Polska,koniec wypżyczenia30 cze 2020
239,Cracovia,1.liga,Polska,Jaroslav Mihalik,26,Prawy pomocnik,PPM,Słowacja,koniec wypżyczenia7 lut 2021,Nabytki,250 tys. €,Lechia Gdańsk,1.liga,Polska,koniec wypżyczenia7 lut 2021
240,Cracovia,1.liga,Polska,Radoslaw Kanach,21,Defensywny pomocnik,DPM,Polska,koniec wypżyczenia31 lip 2020,Nabytki,200 tys. €,Sandecja Nowy Sącz,2.liga,Polska,koniec wypżyczenia31 lip 2020
241,Cracovia,1.liga,Polska,Szymon Kiebzak,23,Lewy pomocnik,LPM,Polska,koniec wypżyczenia31 lip 2020,Nabytki,100 tys. €,GKS Katowice,2.liga,Polska,koniec wypżyczenia31 lip 2020
242,Cracovia,1.liga,Polska,Filip Majchrowicz,20,Bramkarz,BRK,Polska,koniec wypżyczenia30 cze 2020,Nabytki,450 tys. €,Resovia Rzeszów,2.liga,Polska,koniec wypżyczenia30 cze 2020
243,Cracovia,1.liga,Polska,Jakub Serafin,24,Środkowy pomocnik,ŚPM,Polska,koniec wypżyczenia31 lip 2020,Nabytki,150 tys. €,Puszcza Niepołomice,2.liga,Polska,koniec wypżyczenia31 lip 2020
244,Cracovia,1.liga,Polska,Michal Helik,25,Środkowy obrońca,ŚOB,Polska,800 tys. €,Odejścia,"3,00 mln €",FC Barnsley,2.liga,Anglia,800 tys. €
245,Cracovia,1.liga,Polska,Rafa Lopes,29,Środkowy napastnik,ŚNP,Portugalia,150 tys. €,Odejścia,500 tys. €,Legia Warszawa,1.liga,Polska,150 tys. €
246,Cracovia,1.liga,Polska,Jakub Serafin,24,Środkowy pomocnik,ŚPM,Polska,bez odstępnego,Odejścia,150 tys. €,Puszcza Niepołomice,2.liga,Polska,bez odstępnego
247,Cracovia,1.liga,Polska,Michal Zieba,20,Prawy obrońca,POB,Polska,bez odstępnego,Odejścia,-,Stal Stalowa Wola,4.liga,Polska,bez odstępnego
248,Cracovia,1.liga,Polska,Janusz Gol,34,Defensywny pomocnik,DPM,Polska,bez odstępnego,Odejścia,250 tys. €,FC Dinamo 1948,1.liga,Rumunia,bez odstępnego
249,Cracovia,1.liga,Polska,Niko Datkovic,27,Środkowy obrońca,ŚOB,Chorwacja,bez odstępnego,Odejścia,350 tys. €,Kisvárda FC,1.liga,Węgry,bez odstępnego
250,Cracovia,1.liga,Polska,Szymon Kiebzak,23,Lewy pomocnik,LPM,Polska,bez odstępnego,Odejścia,100 tys. €,GKS Katowice,2.liga,Polska,bez odstępnego
251,Cracovia,1.liga,Polska,Michal Peskovic,38,Bramkarz,BRK,Słowacja,bez odstępnego,Odejścia,50 tys. €,Podbeskidzie Bielsko-Biała,2.liga,Polska,bez odstępnego
252,Cracovia,1.liga,Polska,Bojan Cecaric,27,Środkowy napastnik,ŚNP,Serbia,bez odstępnego,Odejścia,250 tys. €,FK Napredak Krusevac,1.liga,Serbia,bez odstępnego
253,Cracovia,1.liga,Polska,Rubio,25,Środkowy napastnik,ŚNP,Hiszpania,wypożyczenie,Odejścia,-,Sandecja Nowy Sącz,2.liga,Polska,wypożyczenie
254,Cracovia,1.liga,Polska,Mateusz Wdowiak,24,Prawy pomocnik,PPM,Polska,?,Odejścia,300 tys. €,Raków Częstochowa,1.liga,Polska,?
255,Cracovia,1.liga,Polska,Jaroslav Mihalik,26,Prawy pomocnik,PPM,Słowacja,wypożyczenie,Odejścia,250 tys. €,SK Sigma Ołomuniec,1.liga,Czechy,wypożyczenie
256,Cracovia,1.liga,Polska,Dorian Pitula,20,Środkowy obrońca,ŚOB,Polska,-,Odejścia,-,Cracovia II,4.liga,Polska,-
257,Cracovia,1.liga,Polska,Michal Rakoczy,18,Ofensywny pomocnik,OPM,Polska,wypożyczenie,Odejścia,300 tys. €,Puszcza Niepołomice,2.liga,Polska,wypożyczenie
258,Jagiellonia Białystok,1.liga,Polska,Bojan Nastic,26,Lewy obrońca,LOB,Bośnia i Hercegowina,300 tys. €,Nabytki,"1,20 mln €",BATE Borysów,1.liga,Białoruś,300 tys. €
259,Jagiellonia Białystok,1.liga,Polska,Godfrey Bitok Stephen,20,Lewy obrońca,LOB,Nigeria,250 tys. €,Nabytki,200 tys. €,Isloch Minsk Region,1.liga,Białoruś,250 tys. €
260,Jagiellonia Białystok,1.liga,Polska,Fernán López,25,Środkowy pomocnik,ŚPM,Hiszpania,bez odstępnego,Nabytki,250 tys. €,FK Qabala,1.liga,Azerbejdżan,bez odstępnego
261,Jagiellonia Białystok,1.liga,Polska,Mateusz Wyjadlowski,20,Prawy napastnik,PNP,Polska,bez odstępnego,Nabytki,125 tys. €,Wisła Kraków U19,ieżowa,Polska,bez odstępnego
262,Jagiellonia Białystok,1.liga,Polska,Myroslav Mazur,22,Środkowy obrońca,ŚOB,Ukraina,bez odstępnego,Nabytki,150 tys. €,Umeå FC,3.liga,Szwecja,bez odstępnego
263,Jagiellonia Białystok,1.liga,Polska,Fedor Černych,29,Prawy napastnik,PNP,Litwa,bez odstępnego,Nabytki,600 tys. €,Dynamo Moskwa,1.liga,Rosja,bez odstępnego
264,Jagiellonia Białystok,1.liga,Polska,Szymon Sobczak,27,Środkowy napastnik,ŚNP,Polska,bez odstępnego,Nabytki,100 tys. €,Stomil Olsztyn,2.liga,Polska,bez odstępnego
265,Jagiellonia Białystok,1.liga,Polska,Pavels Steinbors,34,Bramkarz,BRK,Łotwa,bez odstępnego,Nabytki,150 tys. €,Arka Gdynia,2.liga,Polska,bez odstępnego
266,Jagiellonia Białystok,1.liga,Polska,Blazej Augustyn,32,Środkowy obrońca,ŚOB,Polska,bez odstępnego,Nabytki,250 tys. €,Lechia Gdańsk,1.liga,Polska,bez odstępnego
267,Jagiellonia Białystok,1.liga,Polska,Kris Twardek,23,Prawy napastnik,PNP,Kanada,40 tys. €,Nabytki,150 tys. €,Bohemian Football Club,1.liga,Irlandia,40 tys. €
268,Jagiellonia Białystok,1.liga,Polska,Maciej Mas,19,Środkowy napastnik,ŚNP,Polska,25 tys. €,Nabytki,125 tys. €,UKS SMS Łódź U19,ieżowa,Polska,25 tys. €
269,Jagiellonia Białystok,1.liga,Polska,Jakub Lutostanski,16,Środkowy napastnik,ŚNP,Polska,-,Nabytki,25 tys. €,Jagiellonia Białystok II,4.liga,Polska,-
270,Jagiellonia Białystok,1.liga,Polska,Milosz Matysik,16,Środkowy obrońca,ŚOB,Polska,-,Nabytki,100 tys. €,Jagiellonia Białystok II,4.liga,Polska,-
271,Jagiellonia Białystok,1.liga,Polska,Jakub Orpik,17,Defensywny pomocnik,DPM,Polska,-,Nabytki,50 tys. €,Jagiellonia Białystok II,4.liga,Polska,-
272,Jagiellonia Białystok,1.liga,Polska,Konrad Wrzesinski,27,Prawy napastnik,PNP,Polska,-,Nabytki,250 tys. €,Bez klubuBez klubu,,,-
273,Jagiellonia Białystok,1.liga,Polska,Kamil Wojtkowski,22,Ofensywny pomocnik,OPM,Polska,-,Nabytki,300 tys. €,Bez klubuBez klubu,,,-
274,Jagiellonia Białystok,1.liga,Polska,Maciej Bortniczuk,18,Środkowy napastnik,ŚNP,Polska,-,Nabytki,150 tys. €,Jagiellonia Białystok U19,ieżowa,Polska,-
275,Jagiellonia Białystok,1.liga,Polska,Bartlomiej Maliszewski,16,Bramkarz,BRK,Polska,-,Nabytki,50 tys. €,Jagiellonia Białystok U19,ieżowa,Polska,-
276,Jagiellonia Białystok,1.liga,Polska,Zoran Arsenic,26,Środkowy obrońca,ŚOB,Chorwacja,koniec wypżyczenia23 lut 2021,Nabytki,450 tys. €,HNK Rijeka,1.liga,Chorwacja,koniec wypżyczenia23 lut 2021
277,Jagiellonia Białystok,1.liga,Polska,Bartosz Kwiecien,26,Środkowy obrońca,ŚOB,Polska,koniec wypżyczenia31 gru 2020,Nabytki,200 tys. €,Arka Gdynia,2.liga,Polska,koniec wypżyczenia31 gru 2020
