,Klub,KlubPoziom,KlubNarodowosc,Zawodnik,ZawodnikWiek,ZawodnikPozycja,ZawodnikPozycjaSkrot,ZawodnikNarodowosc,TypOperacji,Pozyskany/Sprzedany,ZawodnikWartoscRynkowa,KlubPowiazany,KlubPowiazanyPoziom,KlubPowiazanyNarodowosc,KwotaOdstepnego
8215,Oud-Heverlee Leuven,1.liga,Belgia,Oregan Ravet,18,Bramkarz,BRK,Belgia,-,Nabytki,50 tys. €,Oud-Heverlee Leuven U21,,,-
8216,Oud-Heverlee Leuven,1.liga,Belgia,Toon Raemaekers,19,Środkowy obrońca,ŚOB,Belgia,-,Nabytki,350 tys. €,Oud-Heverlee Leuven U21,,,-
8217,Oud-Heverlee Leuven,1.liga,Belgia,Kawin Thamsatchanan,30,Bramkarz,BRK,Tajlandia,koniec wypżyczenia31 gru 2020,Nabytki,250 tys. €,Hokkaido Consadole Sapporo,1.liga,Japonia,koniec wypżyczenia31 gru 2020
8218,Oud-Heverlee Leuven,1.liga,Belgia,Sam Hendriks,25,Środkowy napastnik,ŚNP,Holandia,koniec wypżyczenia30 cze 2020,Nabytki,300 tys. €,SC Cambuur-Leeuwarden,1.liga,Holandia,koniec wypżyczenia30 cze 2020
8219,Oud-Heverlee Leuven,1.liga,Belgia,Laurent Henkinet,27,Bramkarz,BRK,Belgia,bez odstępnego,Odejścia,300 tys. €,Standard Liège,1.liga,Belgia,bez odstępnego
8220,Oud-Heverlee Leuven,1.liga,Belgia,Yanis Mbombo,26,Środkowy napastnik,ŚNP,Belgia,bez odstępnego,Odejścia,125 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,bez odstępnego
8221,Oud-Heverlee Leuven,1.liga,Belgia,Sam Hendriks,25,Środkowy napastnik,ŚNP,Holandia,bez odstępnego,Odejścia,300 tys. €,Go Ahead Eagles Deventer,1.liga,Holandia,bez odstępnego
8222,Oud-Heverlee Leuven,1.liga,Belgia,Yohan Croizet,28,Ofensywny pomocnik,OPM,Francja,?,Odejścia,500 tys. €,Újpest FC,1.liga,Węgry,?
8223,Oud-Heverlee Leuven,1.liga,Belgia,Jordy Gillekens,20,Środkowy obrońca,ŚOB,Belgia,wypożyczenie,Odejścia,300 tys. €,KSK Lierse Kempenzonen,2.liga,Belgia,wypożyczenie
8224,Oud-Heverlee Leuven,1.liga,Belgia,Brent Laes,20,Lewy obrońca,LOB,Belgia,wypożyczenie,Odejścia,350 tys. €,KSK Lierse Kempenzonen,2.liga,Belgia,wypożyczenie
8225,Oud-Heverlee Leuven,1.liga,Belgia,Tristan Borges,22,Prawy napastnik,PNP,Kanada,-,Odejścia,200 tys. €,Oud-Heverlee Leuven U21,,,-
8226,Oud-Heverlee Leuven,1.liga,Belgia,Stallone Limbombe,29,Prawy napastnik,PNP,Belgia,-,Odejścia,350 tys. €,Oud-Heverlee Leuven U21,,,-
8227,Oud-Heverlee Leuven,1.liga,Belgia,Tom Van Hyfte,34,Środkowy pomocnik,ŚPM,Belgia,-,Odejścia,150 tys. €,Oud-Heverlee Leuven U21,,,-
8228,Oud-Heverlee Leuven,1.liga,Belgia,Jérémy Perbet,35,Środkowy napastnik,ŚNP,Francja,-,Odejścia,150 tys. €,Oud-Heverlee Leuven U21,,,-
8229,Oud-Heverlee Leuven,1.liga,Belgia,Milan Tucic,24,Środkowy napastnik,ŚNP,Słowenia,-,Odejścia,300 tys. €,Oud-Heverlee Leuven U21,,,-
8230,Oud-Heverlee Leuven,1.liga,Belgia,Darren Keet,31,Bramkarz,BRK,Republika Południowej Afryki,-,Odejścia,300 tys. €,Bez klubuBez klubu,,,-
8231,Oud-Heverlee Leuven,1.liga,Belgia,Jérémy Perbet,35,Środkowy napastnik,ŚNP,Francja,koniec wypżyczenia3 sie 2020,Odejścia,150 tys. €,RSC Charleroi,1.liga,Belgia,koniec wypżyczenia3 sie 2020
8232,Oud-Heverlee Leuven,1.liga,Belgia,Daniel Iversen,23,Bramkarz,BRK,Dania,koniec wypżyczenia6 sty 2021,Odejścia,"1,50 mln €",Leicester City U23,rezerw,Anglia,koniec wypżyczenia6 sty 2021
8233,Oud-Heverlee Leuven,1.liga,Belgia,Jan Van den Bergh,25,Środkowy obrońca,ŚOB,Belgia,koniec wypżyczenia30 cze 2020,Odejścia,750 tys. €,KAA Gent,1.liga,Belgia,koniec wypżyczenia30 cze 2020
8234,BSC Young Boys,1.liga,Szwajcaria,Silvan Hefti,22,Prawy obrońca,POB,Szwajcaria,"1,25 mln €",Nabytki,"3,50 mln €",FC St. Gallen 1879,1.liga,Szwajcaria,"1,25 mln €"
8235,BSC Young Boys,1.liga,Szwajcaria,Jordan Lefort,27,Lewy obrońca,LOB,Francja,"1,00 mln €",Nabytki,"1,70 mln €",Amiens SC,2.liga,Francja,"1,00 mln €"
8236,BSC Young Boys,1.liga,Szwajcaria,Guillaume Faivre,33,Bramkarz,BRK,Szwajcaria,bez odstępnego,Nabytki,200 tys. €,FC Thun,2.liga,Szwajcaria,bez odstępnego
8237,BSC Young Boys,1.liga,Szwajcaria,Quentin Maceiras,24,Prawy obrońca,POB,Szwajcaria,bez odstępnego,Nabytki,800 tys. €,FC Sion,1.liga,Szwajcaria,bez odstępnego
8238,BSC Young Boys,1.liga,Szwajcaria,Joël Monteiro,21,Środkowy napastnik,ŚNP,Portugalia,?,Nabytki,200 tys. €,Team Vaud U21,4.liga,Szwajcaria,?
8239,BSC Young Boys,1.liga,Szwajcaria,Jordan Siebatcheu,24,Środkowy napastnik,ŚNP,Stany Zjednaczone,wypożyczenie,Nabytki,"5,00 mln €",Stade Rennais FC,1.liga,Francja,wypożyczenie
8240,BSC Young Boys,1.liga,Szwajcaria,Pascal Schüpbach,20,Lewy obrońca,LOB,Szwajcaria,-,Nabytki,200 tys. €,BSC Young Boys U21,3.liga,Szwajcaria,-
8241,BSC Young Boys,1.liga,Szwajcaria,Nico Maier,20,Ofensywny pomocnik,OPM,Szwajcaria,-,Nabytki,100 tys. €,BSC Young Boys U21,3.liga,Szwajcaria,-
8242,BSC Young Boys,1.liga,Szwajcaria,Fabian Rieder,18,Środkowy pomocnik,ŚPM,Szwajcaria,-,Nabytki,"2,50 mln €",BSC Young Boys U21,3.liga,Szwajcaria,-
8243,BSC Young Boys,1.liga,Szwajcaria,Joschua Neuenschwander,20,Bramkarz,BRK,Szwajcaria,koniec wypżyczenia8 wrz 2020,Nabytki,200 tys. €,FC Köniz,4.liga,Szwajcaria,koniec wypżyczenia8 wrz 2020
8244,BSC Young Boys,1.liga,Szwajcaria,Roger Assalé,26,Środkowy napastnik,ŚNP,Wybrzeże Kości Słoniowej,koniec wypżyczenia20 lip 2020,Nabytki,"1,50 mln €",CD Leganés,2.liga,Hiszpania,koniec wypżyczenia20 lip 2020
8245,BSC Young Boys,1.liga,Szwajcaria,Pedro Teixeira,21,Lewy pomocnik,LPM,Szwajcaria,koniec wypżyczenia1 sie 2020,Nabytki,100 tys. €,SC Kriens,2.liga,Szwajcaria,koniec wypżyczenia1 sie 2020
8246,BSC Young Boys,1.liga,Szwajcaria,Linus Obexer,23,Lewy obrońca,LOB,Szwajcaria,koniec wypżyczenia31 gru 2020,Nabytki,350 tys. €,FC Vaduz,2.liga,Szwajcaria,koniec wypżyczenia31 gru 2020
8247,BSC Young Boys,1.liga,Szwajcaria,Jan Kronig,20,Środkowy obrońca,ŚOB,Szwajcaria,koniec wypżyczenia2 sie 2020,Nabytki,300 tys. €,FC Schaffhausen,2.liga,Szwajcaria,koniec wypżyczenia2 sie 2020
8248,BSC Young Boys,1.liga,Szwajcaria,Taulant Seferi,23,Środkowy napastnik,ŚNP,Albania,koniec wypżyczenia12 sie 2020,Nabytki,350 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,koniec wypżyczenia12 sie 2020
8249,BSC Young Boys,1.liga,Szwajcaria,Léo Seydoux,22,Prawy obrońca,POB,Szwajcaria,koniec wypżyczenia12 sie 2020,Nabytki,350 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,koniec wypżyczenia12 sie 2020
8250,BSC Young Boys,1.liga,Szwajcaria,Linus Obexer,23,Lewy obrońca,LOB,Szwajcaria,koniec wypżyczenia30 cze 2020,Nabytki,350 tys. €,FC Lugano,1.liga,Szwajcaria,koniec wypżyczenia30 cze 2020
8251,BSC Young Boys,1.liga,Szwajcaria,Jordan Lotomba,21,Prawy obrońca,POB,Szwajcaria,"7,00 mln €",Odejścia,"6,00 mln €",OGC Nice,1.liga,Francja,"7,00 mln €"
8252,BSC Young Boys,1.liga,Szwajcaria,Roger Assalé,26,Środkowy napastnik,ŚNP,Wybrzeże Kości Słoniowej,"4,00 mln €",Odejścia,"1,50 mln €",Dijon FCO,2.liga,Francja,"4,00 mln €"
8253,BSC Young Boys,1.liga,Szwajcaria,Guillaume Hoarau,36,Środkowy napastnik,ŚNP,Francja,bez odstępnego,Odejścia,100 tys. €,FC Sion,1.liga,Szwajcaria,bez odstępnego
8254,BSC Young Boys,1.liga,Szwajcaria,Taulant Seferi,24,Środkowy napastnik,ŚNP,Albania,wypożyczenie,Odejścia,350 tys. €,KF Tirana,1.liga,Albania,wypożyczenie
8255,BSC Young Boys,1.liga,Szwajcaria,Joël Schmied,21,Środkowy obrońca,ŚOB,Szwajcaria,?,Odejścia,"1,00 mln €",FC Vaduz,2.liga,Szwajcaria,?
8256,BSC Young Boys,1.liga,Szwajcaria,Pedro Teixeira,21,Lewy pomocnik,LPM,Szwajcaria,?,Odejścia,100 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,?
8257,BSC Young Boys,1.liga,Szwajcaria,Linus Obexer,23,Lewy obrońca,LOB,Szwajcaria,?,Odejścia,350 tys. €,FC Vaduz,2.liga,Szwajcaria,?
8258,BSC Young Boys,1.liga,Szwajcaria,Léo Seydoux,22,Prawy obrońca,POB,Szwajcaria,?,Odejścia,350 tys. €,KVC Westerlo,2.liga,Belgia,?
8259,BSC Young Boys,1.liga,Szwajcaria,Dario Marzino,23,Bramkarz,BRK,Szwajcaria,wypożyczenie,Odejścia,300 tys. €,FC Winterthur,2.liga,Szwajcaria,wypożyczenie
8260,BSC Young Boys,1.liga,Szwajcaria,Pascal Schüpbach,20,Lewy obrońca,LOB,Szwajcaria,wypożyczenie,Odejścia,200 tys. €,FC Winterthur,2.liga,Szwajcaria,wypożyczenie
8261,BSC Young Boys,1.liga,Szwajcaria,Linus Obexer,23,Lewy obrońca,LOB,Szwajcaria,wypożyczenie,Odejścia,350 tys. €,FC Vaduz,2.liga,Szwajcaria,wypożyczenie
8262,BSC Young Boys,1.liga,Szwajcaria,Joël Monteiro,21,Środkowy napastnik,ŚNP,Portugalia,wypożyczenie,Odejścia,200 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,wypożyczenie
8263,BSC Young Boys,1.liga,Szwajcaria,Jan Kronig,20,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Odejścia,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,wypożyczenie
8264,BSC Young Boys,1.liga,Szwajcaria,Marco Wölfli,38,Bramkarz,BRK,Szwajcaria,-,Odejścia,-,,,,-
8265,BSC Young Boys,1.liga,Szwajcaria,Nicolas Bürgy,25,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Odejścia,400 tys. €,SC Paderborn 07,2.liga,Niemcy,wypożyczenie
8266,BSC Young Boys,1.liga,Szwajcaria,Frederik Sörensen,28,Środkowy obrońca,ŚOB,Dania,koniec wypżyczenia10 sie 2020,Odejścia,650 tys. €,1.FC Köln,1.liga,Niemcy,koniec wypżyczenia10 sie 2020
8267,BSC Young Boys,1.liga,Szwajcaria,Saidy Janko,24,Prawy obrońca,POB,Gambia,koniec wypżyczenia12 sie 2020,Odejścia,"1,20 mln €",FC Porto,1.liga,Portugalia,koniec wypżyczenia12 sie 2020
8268,FC St. Gallen 1879,1.liga,Szwajcaria,Florian Kamberi,25,Środkowy napastnik,ŚNP,Albania,170 tys. €,Nabytki,550 tys. €,Hibernian FC,1.liga,Szkocja,170 tys. €
8269,FC St. Gallen 1879,1.liga,Szwajcaria,Lukas Watkowiak,24,Bramkarz,BRK,Niemcy,bez odstępnego,Nabytki,200 tys. €,SV Wehen Wiesbaden,3.liga,Niemcy,bez odstępnego
8270,FC St. Gallen 1879,1.liga,Szwajcaria,Élie Youan,21,Lewy napastnik,LNP,Francja,wypożyczenie,Nabytki,"1,00 mln €",FC Nantes,1.liga,Francja,wypożyczenie
8271,FC St. Gallen 1879,1.liga,Szwajcaria,Kwadwo Duah,23,Środkowy napastnik,ŚNP,Szwajcaria,?,Nabytki,800 tys. €,FC Wil 1900,2.liga,Szwajcaria,?
8272,FC St. Gallen 1879,1.liga,Szwajcaria,Euclides Cabral,22,Prawy obrońca,POB,Portugalia,?,Nabytki,500 tys. €,Grasshopper Club Zurych,1.liga,Szwajcaria,?
8273,FC St. Gallen 1879,1.liga,Szwajcaria,Basil Stillhart,26,Defensywny pomocnik,DPM,Szwajcaria,?,Nabytki,500 tys. €,FC Thun,2.liga,Szwajcaria,?
8274,FC St. Gallen 1879,1.liga,Szwajcaria,Salifou Diarrassouba,18,Lewy pomocnik,LPM,Burkina Faso,wypożyczenie,Nabytki,100 tys. €,ASEC Mimosas,,,wypożyczenie
8275,FC St. Gallen 1879,1.liga,Szwajcaria,Junior Adamu,19,Środkowy napastnik,ŚNP,Austria,wypożyczenie,Nabytki,"3,00 mln €",Red Bull Salzburg,1.liga,Austria,wypożyczenie
8276,FC St. Gallen 1879,1.liga,Szwajcaria,Nsana Simon,20,Środkowy pomocnik,ŚPM,Francja,-,Nabytki,300 tys. €,Bez klubuBez klubu,,,-
8277,FC St. Gallen 1879,1.liga,Szwajcaria,Boubacar Traorè,23,Lewy pomocnik,LPM,Senegal,-,Nabytki,350 tys. €,Hapoel Kfar Saba,2.liga,Izrael,-
8278,FC St. Gallen 1879,1.liga,Szwajcaria,Armin Abaz,18,Bramkarz,BRK,Szwajcaria,-,Nabytki,100 tys. €,FC St. Gallen 1879 U21,4.liga,Szwajcaria,-
8279,FC St. Gallen 1879,1.liga,Szwajcaria,Florian Kamberi,26,Środkowy napastnik,ŚNP,Albania,koniec wypżyczenia17 maj 2021,Nabytki,550 tys. €,Aberdeen FC,1.liga,Szkocja,koniec wypżyczenia17 maj 2021
8280,FC St. Gallen 1879,1.liga,Szwajcaria,Cedric Itten,23,Środkowy napastnik,ŚNP,Szwajcaria,"3,00 mln €",Odejścia,"3,50 mln €",Glasgow Rangers,1.liga,Szkocja,"3,00 mln €"
8281,FC St. Gallen 1879,1.liga,Szwajcaria,Silvan Hefti,22,Prawy obrońca,POB,Szwajcaria,"1,25 mln €",Odejścia,"3,50 mln €",BSC Young Boys,1.liga,Szwajcaria,"1,25 mln €"
8282,FC St. Gallen 1879,1.liga,Szwajcaria,Slimen Kchouk,26,Środkowy obrońca,ŚOB,Tunezja,bez odstępnego,Odejścia,250 tys. €,Stade Tunisien,,,bez odstępnego
8283,FC St. Gallen 1879,1.liga,Szwajcaria,Fabiano Alves,26,Defensywny pomocnik,DPM,Brazylia,bez odstępnego,Odejścia,250 tys. €,Clube Esportivo Aimoré (RS),,,bez odstępnego
8284,FC St. Gallen 1879,1.liga,Szwajcaria,Jonathan Klinsmann,23,Bramkarz,BRK,Stany Zjednaczone,bez odstępnego,Odejścia,300 tys. €,Los Angeles Galaxy,1.liga,Stany Zjednaczone,bez odstępnego
8285,FC St. Gallen 1879,1.liga,Szwajcaria,André Ribeiro,23,Cofnięty napastnik,CNP,Portugalia,?,Odejścia,300 tys. €,Grasshopper Club Zurych,1.liga,Szwajcaria,?
8286,FC St. Gallen 1879,1.liga,Szwajcaria,Florian Kamberi,25,Środkowy napastnik,ŚNP,Albania,wypożyczenie,Odejścia,550 tys. €,Aberdeen FC,1.liga,Szkocja,wypożyczenie
8287,FC St. Gallen 1879,1.liga,Szwajcaria,Vincent Rüfli,32,Prawy obrońca,POB,Szwajcaria,wypożyczenie,Odejścia,150 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,wypożyczenie
8288,FC St. Gallen 1879,1.liga,Szwajcaria,Moreno Costanzo,32,Ofensywny pomocnik,OPM,Szwajcaria,-,Odejścia,-,,,,-
8289,FC St. Gallen 1879,1.liga,Szwajcaria,Milan Vilotic,33,Środkowy obrońca,ŚOB,Serbia,-,Odejścia,-,,,,-
8290,FC St. Gallen 1879,1.liga,Szwajcaria,Ermedin Demirovic,22,Środkowy napastnik,ŚNP,Bośnia i Hercegowina,koniec wypżyczenia4 sie 2020,Odejścia,"9,00 mln €",Deportivo Alavés,1.liga,Hiszpania,koniec wypżyczenia4 sie 2020
8291,FC Basel 1893,1.liga,Szwajcaria,Arthur Cabral,22,Środkowy napastnik,ŚNP,Brazylia,"6,00 mln €",Nabytki,"15,00 mln €",Sociedade Esportiva Palmeiras,1.liga,Brazylia,"6,00 mln €"
8292,FC Basel 1893,1.liga,Szwajcaria,Matías Palacios,18,Ofensywny pomocnik,OPM,Argentyna,"5,23 mln €",Nabytki,"3,50 mln €",Club Atlético San Lorenzo de Almagro,1.liga,Argentyna,"5,23 mln €"
8293,FC Basel 1893,1.liga,Szwajcaria,Kaly Sène,19,Prawy napastnik,PNP,Senegal,"4,00 mln €",Nabytki,"1,00 mln €",Juventus Primavera,ieżowa,Włochy,"4,00 mln €"
8294,FC Basel 1893,1.liga,Szwajcaria,Edon Zhegrova,21,Prawy napastnik,PNP,Kosowo,"3,00 mln €",Nabytki,"2,00 mln €",KRC Genk,1.liga,Belgia,"3,00 mln €"
8295,FC Basel 1893,1.liga,Szwajcaria,Andrea Padula,24,Lewy obrońca,LOB,Włochy,450 tys. €,Nabytki,500 tys. €,FC Wil 1900,2.liga,Szwajcaria,450 tys. €
8296,FC Basel 1893,1.liga,Szwajcaria,Heinz Lindner,30,Bramkarz,BRK,Austria,bez odstępnego,Nabytki,"1,50 mln €",SV Wehen Wiesbaden,3.liga,Niemcy,bez odstępnego
8297,FC Basel 1893,1.liga,Szwajcaria,Pajtim Kasami,28,Środkowy pomocnik,ŚPM,Szwajcaria,bez odstępnego,Nabytki,"2,00 mln €",FC Sion,1.liga,Szwajcaria,bez odstępnego
8298,FC Basel 1893,1.liga,Szwajcaria,Jorge,24,Lewy obrońca,LOB,Brazylia,wypożyczenie,Nabytki,"3,20 mln €",AS Monaco,1.liga,Francja,wypożyczenie
8299,FC Basel 1893,1.liga,Szwajcaria,Darian Males,19,Ofensywny pomocnik,OPM,Szwajcaria,wypożyczenie,Nabytki,"3,50 mln €",Genoa CFC,1.liga,Włochy,wypożyczenie
8300,FC Basel 1893,1.liga,Szwajcaria,Timm Klose,32,Środkowy obrońca,ŚOB,Szwajcaria,wypożyczenie,Nabytki,300 tys. €,Norwich City,1.liga,Anglia,wypożyczenie
8301,FC Basel 1893,1.liga,Szwajcaria,Gonçalo Cardoso,20,Środkowy obrońca,ŚOB,Portugalia,wypożyczenie,Nabytki,700 tys. €,West Ham United U23,rezerw,Anglia,wypożyczenie
8302,FC Basel 1893,1.liga,Szwajcaria,Felix Gebhardt,18,Bramkarz,BRK,Niemcy,-,Nabytki,100 tys. €,FC Basel 1893 U18,ieżowa,Szwajcaria,-
8303,FC Basel 1893,1.liga,Szwajcaria,Amir Abrashi,30,Defensywny pomocnik,DPM,Albania,wypożyczenie,Nabytki,800 tys. €,SC Freiburg,1.liga,Niemcy,wypożyczenie
8304,FC Basel 1893,1.liga,Szwajcaria,Aldo Kalulu,24,Prawy napastnik,PNP,Francja,koniec wypżyczenia23 lip 2020,Nabytki,"1,00 mln €",Swansea City,2.liga,Anglia,koniec wypżyczenia23 lip 2020
8305,FC Basel 1893,1.liga,Szwajcaria,Dimitri Oberlin,22,Środkowy napastnik,ŚNP,Szwajcaria,koniec wypżyczenia30 cze 2020,Nabytki,300 tys. €,SV Zulte Waregem,1.liga,Belgia,koniec wypżyczenia30 cze 2020
8306,FC Basel 1893,1.liga,Szwajcaria,Jozef Pukaj,21,Bramkarz,BRK,Szwajcaria,koniec wypżyczenia31 mar 2021,Nabytki,150 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,koniec wypżyczenia31 mar 2021
8307,FC Basel 1893,1.liga,Szwajcaria,Konstantinos Dimitriou,21,Środkowy obrońca,ŚOB,Grecja,koniec wypżyczenia31 lip 2020,Nabytki,250 tys. €,FC Wil 1900,2.liga,Szwajcaria,koniec wypżyczenia31 lip 2020
8308,FC Basel 1893,1.liga,Szwajcaria,Yves Kaiser,22,Środkowy obrońca,ŚOB,Szwajcaria,koniec wypżyczenia2 sie 2020,Nabytki,200 tys. €,FC Schaffhausen,2.liga,Szwajcaria,koniec wypżyczenia2 sie 2020
8309,FC Basel 1893,1.liga,Szwajcaria,Kaly Sène,19,Prawy napastnik,PNP,Senegal,koniec wypżyczenia11 sty 2021,Nabytki,"1,00 mln €",Omonia Nikozja,1.liga,Cypr,koniec wypżyczenia11 sty 2021
8310,FC Basel 1893,1.liga,Szwajcaria,Martin Liechti,22,Prawy pomocnik,PPM,Szwajcaria,koniec wypżyczenia30 cze 2020,Nabytki,-,FC Winterthur,2.liga,Szwajcaria,koniec wypżyczenia30 cze 2020
8311,FC Basel 1893,1.liga,Szwajcaria,Dominik Schmid,22,Lewy obrońca,LOB,Szwajcaria,koniec wypżyczenia30 cze 2020,Nabytki,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,koniec wypżyczenia30 cze 2020
8312,FC Basel 1893,1.liga,Szwajcaria,Jonas Omlin,26,Bramkarz,BRK,Szwajcaria,"6,00 mln €",Odejścia,"8,00 mln €",Montpellier HSC,1.liga,Francja,"6,00 mln €"
8313,FC Basel 1893,1.liga,Szwajcaria,Kemal Ademi,24,Środkowy napastnik,ŚNP,Szwajcaria,"1,39 mln €",Odejścia,"1,60 mln €",Fenerbahce SK,1.liga,Turcja,"1,39 mln €"
8314,FC Basel 1893,1.liga,Szwajcaria,Blas Riveros,22,Lewy obrońca,LOB,Paragwaj,67 tys. €,Odejścia,"1,50 mln €",Bröndby IF,1.liga,Dania,67 tys. €
8315,FC Basel 1893,1.liga,Szwajcaria,Yves Kaiser,22,Środkowy obrońca,ŚOB,Szwajcaria,bez odstępnego,Odejścia,200 tys. €,Neuchâtel Xamax FCS,2.liga,Szwajcaria,bez odstępnego
8316,FC Basel 1893,1.liga,Szwajcaria,Dimitri Oberlin,23,Środkowy napastnik,ŚNP,Szwajcaria,bez odstępnego,Odejścia,300 tys. €,Bayern Monachium II,4.liga,Niemcy,bez odstępnego
8317,FC Basel 1893,1.liga,Szwajcaria,Konstantinos Dimitriou,21,Środkowy obrońca,ŚOB,Grecja,bez odstępnego,Odejścia,250 tys. €,Mezőkövesd Zsóry FC,1.liga,Węgry,bez odstępnego
8318,FC Basel 1893,1.liga,Szwajcaria,Dominik Schmid,22,Lewy obrońca,LOB,Szwajcaria,bez odstępnego,Odejścia,300 tys. €,Grasshopper Club Zurych,1.liga,Szwajcaria,bez odstępnego
8319,FC Basel 1893,1.liga,Szwajcaria,Kevin Bua,27,Lewy napastnik,LNP,Szwajcaria,bez odstępnego,Odejścia,600 tys. €,CD Leganés,2.liga,Hiszpania,bez odstępnego
8320,FC Basel 1893,1.liga,Szwajcaria,Omar Alderete,23,Środkowy obrońca,ŚOB,Paragwaj,?,Odejścia,"6,00 mln €",Hertha BSC,1.liga,Niemcy,?
8321,FC Basel 1893,1.liga,Szwajcaria,Tician Tushi,19,Środkowy napastnik,ŚNP,Szwajcaria,wypożyczenie,Odejścia,300 tys. €,FC Wil 1900,2.liga,Szwajcaria,wypożyczenie
8322,FC Basel 1893,1.liga,Szwajcaria,Jozef Pukaj,20,Bramkarz,BRK,Szwajcaria,wypożyczenie,Odejścia,150 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,wypożyczenie
8323,FC Basel 1893,1.liga,Szwajcaria,Kaly Sène,19,Prawy napastnik,PNP,Senegal,wypożyczenie,Odejścia,"1,00 mln €",Omonia Nikozja,1.liga,Cypr,wypożyczenie
8324,FC Basel 1893,1.liga,Szwajcaria,Samuele Campo,25,Ofensywny pomocnik,OPM,Szwajcaria,wypożyczenie,Odejścia,600 tys. €,SV Darmstadt 98,2.liga,Niemcy,wypożyczenie
8325,FC Basel 1893,1.liga,Szwajcaria,Martin Liechti,22,Prawy pomocnik,PPM,Szwajcaria,-,Odejścia,-,Bez klubuBez klubu,,,-
8326,FC Basel 1893,1.liga,Szwajcaria,Zdravko Kuzmanovic,32,Środkowy pomocnik,ŚPM,Serbia,-,Odejścia,-,,,,-
8327,FC Basel 1893,1.liga,Szwajcaria,Edon Zhegrova,21,Prawy napastnik,PNP,Kosowo,koniec wypżyczenia30 cze 2020,Odejścia,"2,00 mln €",KRC Genk,1.liga,Belgia,koniec wypżyczenia30 cze 2020
8328,FC Basel 1893,1.liga,Szwajcaria,Emil Bergström,27,Środkowy obrońca,ŚOB,Szwecja,koniec wypżyczenia30 cze 2020,Odejścia,600 tys. €,FC Utrecht,1.liga,Holandia,koniec wypżyczenia30 cze 2020
8329,FC Basel 1893,1.liga,Szwajcaria,Arthur Cabral,22,Środkowy napastnik,ŚNP,Brazylia,koniec wypżyczenia30 cze 2020,Odejścia,"15,00 mln €",Sociedade Esportiva Palmeiras,1.liga,Brazylia,koniec wypżyczenia30 cze 2020
8330,Servette FC,1.liga,Szwajcaria,Théo Valls,24,Środkowy pomocnik,ŚPM,Francja,bez odstępnego,Nabytki,"2,00 mln €",Nîmes Olympique,2.liga,Francja,bez odstępnego
8331,Servette FC,1.liga,Szwajcaria,Boubacar Fofana,22,Lewy napastnik,LNP,Francja,bez odstępnego,Nabytki,"1,00 mln €",Olympique Lyon B,4.liga,Francja,bez odstępnego
8332,Servette FC,1.liga,Szwajcaria,Arial Mendy,25,Lewy obrońca,LOB,Senegal,bez odstępnego,Nabytki,600 tys. €,RC Lens,1.liga,Francja,bez odstępnego
8333,Servette FC,1.liga,Szwajcaria,Moussa Diallo,23,Prawy obrońca,POB,Francja,bez odstępnego,Nabytki,500 tys. €,SO Cholet,3.liga,Francja,bez odstępnego
8334,Servette FC,1.liga,Szwajcaria,Lucas Monteiro,19,Prawy obrońca,POB,Szwajcaria,-,Nabytki,25 tys. €,Servette FC U21,5.liga,Szwajcaria,-
8335,Servette FC,1.liga,Szwajcaria,Alexis Martial,19,Środkowy obrońca,ŚOB,Francja,-,Nabytki,100 tys. €,Servette FC U21,5.liga,Szwajcaria,-
8336,Servette FC,1.liga,Szwajcaria,Edin Omeragic,18,Bramkarz,BRK,Szwajcaria,-,Nabytki,100 tys. €,Servette FC U21,5.liga,Szwajcaria,-
8337,Servette FC,1.liga,Szwajcaria,Noah Henchoz,18,Środkowy obrońca,ŚOB,Szwajcaria,-,Nabytki,100 tys. €,Servette FC U18,ieżowa,Szwajcaria,-
8338,Servette FC,1.liga,Szwajcaria,Gaël Clichy,35,Lewy obrońca,LOB,Francja,-,Nabytki,200 tys. €,Bez klubuBez klubu,,,-
8339,Servette FC,1.liga,Szwajcaria,Christopher Mfuyi,30,Środkowy obrońca,ŚOB,Demokratyczna Republika Kongo,koniec wypżyczenia30 cze 2020,Nabytki,100 tys. €,FC Stade-Lausanne-Ouchy,2.liga,Szwajcaria,koniec wypżyczenia30 cze 2020
8340,Servette FC,1.liga,Szwajcaria,Sébastien Wüthrich,30,Ofensywny pomocnik,OPM,Szwajcaria,bez odstępnego,Odejścia,350 tys. €,Astra Giurgiu,2.liga,Rumunia,bez odstępnego
